COUNTRY,CITY,ZONE,ZONE_TYPE,ZONE_PRIORITIZATION,METRIC,L8W_ROLL,L7W_ROLL,L6W_ROLL,L5W_ROLL,L4W_ROLL,L3W_ROLL,L2W_ROLL,L1W_ROLL,L0W_ROLL
BR,Campinas,SP - VCP - Jardim Santa Cruz,Non Wealthy,Not Prioritized,Gross Profit UE,-4.964857571,-5.506619532,-5.146657345,-5.474904184,-3.190764376,-3.888234475,-4.886474306,-4.819194015,-2.960620808
MX,Chihuahua,CH_Centro,Non Wealthy,High Priority,Retail SST > SS CVR,0.8525751755,0.854011688,0.8695661645,0.8814037187,0.8731527923,0.8696053474,0.8705144646,0.8839945066,0.8737001577
AR,Mendoza,GRAN_MENDOZA_SUR,Non Wealthy,Not Prioritized,Gross Profit UE,-3.032120464,-3.764683871,-3.346718164,-2.47950911,-1.801915388,-1.502354737,-0.9205592312,-0.3968833179,-1.697335342
MX,Aguascalientes,AGS_Canteras,Wealthy,Prioritized,Retail SST > SS CVR,0.8846539578,0.8933384993,0.8954423945,0.8911722259,0.8807368351,0.878449029,0.8811824815,0.8852091122,0.8735332025
BR,Piracicaba,Piracicaba,Non Wealthy,Not Prioritized,Gross Profit UE,-2.59864716,-4.42806793,-3.108469347,-2.204129972,3.151757208,3.747683411,2.127085741,2.461266135,-4.616434248
CL,Viña Del Mar,Valparaíso,Non Wealthy,Prioritized,Retail SST > SS CVR,0.8367597205,0.8313492166,0.8434308363,0.830072081,0.8149579112,0.7960709514,0.7842652046,0.8001448043,0.7943065778
PE,Chiclayo,Obrero Municipal,Non Wealthy,Prioritized,Retail SST > SS CVR,0.8809721017,0.8729109642,0.8840914314,0.8472065679,0.8649742204,0.879796887,0.8873076045,0.9028466329,0.8783132957
PE,Ica,Santo_Domingo,Non Wealthy,Prioritized,Retail SST > SS CVR,0.8520591118,0.8330436173,0.8634235482,0.8768862869,0.8819379118,0.8872640683,0.8735739034,0.8718061263,0.8750236961
BR,Recife,PE - JbG - Prazeres,Non Wealthy,Not Prioritized,Gross Profit UE,-3.220875878,-3.036647021,-2.876557647,-3.379734785,-3.19352877,-1.396862521,-0.05824241245,-0.7708457963,-0.539013308
MX,Saltillo,SAL_Norte,Wealthy,Prioritized,Gross Profit UE,3.576660743,3.498992273,3.576651565,3.991716619,4.180609075,4.130917711,4.636261991,5.274609526,5.414665752
EC,Quito,Condado,Non Wealthy,Prioritized,Gross Profit UE,1.42688469,1.235563801,0.9788387715,0.8743178387,0.6782833302,0.3676531657,-0.01009564661,0.6014351213,1.464601796
BR,Belo Horizonte,Gloria/Chacaras_Pampulha,Non Wealthy,Not Prioritized,Gross Profit UE,0.1548737198,-0.402850519,-0.6681184813,-0.551868166,-0.1689952434,0.02042852736,0.1059898217,0.1439226694,-1.345308168
BR,Grande São Paulo,SP - SP - Vila Medeiros/Vila Maria,Non Wealthy,Not Prioritized,Retail SST > SS CVR,0.9471291087,0.9511088624,0.9519318766,0.9519318591,0.9557698641,0.9582562362,0.9475669609,0.9455574429,0.9487688253
CO,Barranquilla,Villa Campestre,Wealthy,Prioritized,Gross Profit UE,1.768940499,1.619876963,1.749064259,1.919229927,2.019476213,2.207620692,2.293560105,2.274124041,1.731553036
EC,Manta,Centro de Manta,Non Wealthy,Not Prioritized,Retail SST > SS CVR,0.8034049938,0.8355491338,0.8516998956,0.8706305679,0.8422727051,0.8460322723,0.8333389485,0.813578778,0.8331958968
PE,Huancayo,Acocancha,Non Wealthy,Prioritized,Gross Profit UE,-0.0340171893,-0.2791640339,-0.101932044,0.2283167263,-0.4300873284,-0.897532379,-0.9703576753,-1.16366976,-1.744808162
BR,Curitiba,PR - CWB - Centro Civico/Merces,Non Wealthy,Prioritized,Gross Profit UE,0.5281609913,0.4091975607,0.4378672844,0.7210699299,1.009050693,0.9792214754,1.128772251,1.767139397,1.476334751
MX,San Luis Potosi,SLP_penasco,Non Wealthy,Prioritized,Gross Profit UE,-0.07290711007,-0.4140713045,-0.650340167,-0.4048348378,0.2442367844,0.2187047404,0.4332538954,0.9022907096,0.7048877667
MX,Ocotlan,OCN Centro,Non Wealthy,Not Prioritized,Gross Profit UE,0.5757875095,4.099137786,3.794039302,3.165890515,2.814396759,3.216808503,3.205669633,2.677371388,2.939683308
BR,Grande São Paulo,SP - SBC - Baeta/Santo André,Non Wealthy,Prioritized,Gross Profit UE,0.2796581869,0.2392059149,0.5554497983,0.5748028838,0.9176803412,1.171348865,1.707701823,1.854164927,1.087346289
PE,Lima,San Borja,Wealthy,Prioritized,Gross Profit UE,3.393350942,3.091327832,2.990893673,3.174717215,3.102563658,3.020162666,3.080103068,3.250499704,2.340620371
PE,Mancora,Vichayito,Non Wealthy,Not Prioritized,Gross Profit UE,-22.53795134,-109.3437396,-71.67332415,,-81.0455662,-75.58230511,-24.4241144,-59.95251294,-97.13383157
MX,Ciudad Valles,VALL EMILIANO ZAPATA,Non Wealthy,Not Prioritized,Gross Profit UE,1.754597156,-0.5730422619,-1.906290541,0.1198612898,-7.25546311,-7.28617982,-0.7863036072,1.099022598,1.980942112
MX,Cancun,Cun Alfredo bonfil,Wealthy,Prioritized,Retail SST > SS CVR,0.9348466999,0.9341918297,0.9379185196,0.9401635466,0.9275947923,0.9242157112,0.9303930901,0.9400254527,0.9398739139
BR,Indaiatuba,Centro - IND,Non Wealthy,Not Prioritized,Gross Profit UE,5.665310317,3.757640395,1.48064557,1.337323635,,1.833850468,1.395736548,1.599538982,2.213096287
BR,Fortaleza,ce_for_messejana/jangurussu,Non Wealthy,Not Prioritized,Retail SST > SS CVR,0.9044101061,0.8904022338,0.8684110409,0.8670303284,0.8829112883,0.8910928048,0.912957259,0.9232438834,0.9022903433
MX,Aguascalientes,AGS_Pocitos,Wealthy,Prioritized,Retail SST > SS CVR,0.893972096,0.9073643217,0.9063754674,0.9129134064,0.8995046461,0.9083936418,0.9116962001,0.9180279711,0.9125013876
PE,Lima,Ate Centro,Non Wealthy,Prioritized,Gross Profit UE,0.7151492777,0.3672477175,0.6688645211,0.9162808951,0.5106453403,0.2728087642,0.4451589574,0.799549033,0.1044055487
EC,Quito,Valle de los Chillos,Non Wealthy,High Priority,Retail SST > SS CVR,0.9151586281,0.9229499736,0.9325724212,0.9410451972,0.9364210997,0.9321212813,0.9249516933,0.9140080132,0.9089654744
MX,Tlaxcala,TLX San Diego Metepec,Non Wealthy,Not Prioritized,Retail SST > SS CVR,0.780837088,0.7400214452,0.7910711601,0.8039074755,0.8626550868,0.8462940986,0.7767240006,0.7853997452,0.8133163938
MX,Uruapan,Uruapan,Non Wealthy,Prioritized,Gross Profit UE,1.767323508,1.8724419,2.14412994,2.455530916,2.66648016,2.726438413,2.599840087,2.938489168,3.072913703
CO,Cali,Yumbo,Non Wealthy,Not Prioritized,Gross Profit UE,1.852501857,1.998136785,1.746773764,1.541432619,1.579141665,1.762677363,2.376285403,2.628882579,2.234530971
EC,Quito,Carcelen,Non Wealthy,Prioritized,Gross Profit UE,0.5403502109,0.2686825036,-0.09329929597,-0.4529631152,-0.6644611329,-0.7208607696,-0.9687093962,-0.7575625176,0.2448898852
BR,Campinas,Jardim Ouro Verde,Non Wealthy,Not Prioritized,Retail SST > SS CVR,0.790122807,0.7186626181,0.6895101215,0.6236589069,0.6462912088,0.790728022,0.7633699634,0.8714285714,0.8533333333
PE,Piura,La Molina,Non Wealthy,Not Prioritized,Gross Profit UE,1.816737028,1.680537823,1.079276542,0.7061000973,0.6037958249,0.7470356226,0.9972882556,1.138695599,0.416843139
MX,Dolores Hidalgo,DLH Dolores Hidalgo,Non Wealthy,Not Prioritized,Gross Profit UE,3.663678208,3.543181024,3.906404063,4.136748466,1.736697895,-3.915241727,-0.4202723506,-1.023579302,0.6315833244
AR,Buenos Aires,Castelar - Ituzaingo,Non Wealthy,High Priority,Gross Profit UE,-1.504370899,-1.490427716,-1.570937304,-1.250271547,-0.878339525,-1.070313498,-0.82220558,-0.2404682548,-0.2788764532
CL,Rancagua,Rancagua Centro,Non Wealthy,Prioritized,Gross Profit UE,-3.279334028,-3.25684415,-4.487687962,-4.870240593,-4.859470886,-5.218121244,-4.997562508,-4.053829117,-4.582923102
MX,Atlixco,ATL Valle Sur,Non Wealthy,Not Prioritized,Gross Profit UE,4.365943082,3.845632835,3.658034643,3.831693606,3.911330013,3.899019141,4.398493741,4.473073511,4.501067575
CO,Riohacha,Riohacha,Non Wealthy,Not Prioritized,Gross Profit UE,1.595504878,1.494330909,1.473067095,1.740749408,2.325915392,-7.875884248,-18.41784081,-7.937563179,-20.31741423
CO,Bucaramanga,Centro y Cabecera,Wealthy,High Priority,Retail SST > SS CVR,0.9233024693,0.9223183426,0.9237846849,0.9225903471,0.9166422138,0.9249624968,0.9343104359,0.9470211153,0.9556259585
CO,Villavicencio,Villavo sur,Non Wealthy,Prioritized,Gross Profit UE,1.693493195,1.727992653,1.490114763,1.268912289,1.741435982,2.148182594,2.272659007,2.317449113,1.700206798
MX,Minatitlan,Minatitlán,Non Wealthy,Not Prioritized,Retail SST > SS CVR,0.8650726884,0.878739721,0.8901197812,0.8952964355,0.9002291957,0.9024807386,0.9079863467,0.9145340082,0.9042211214
CL,Viña Del Mar,Plan Viña,Wealthy,Prioritized,Gross Profit UE,1.444994836,0.5731352312,0.2678607749,1.188052753,1.700670371,1.616310307,1.575271679,1.986990823,0.6989650637
CL,Viña Del Mar,Concón,Wealthy,Prioritized,Gross Profit UE,2.862986615,2.380059415,2.074423131,2.841982423,3.599964878,3.583301663,3.315318105,3.733577425,3.00387966
PE,Chimbote,Bolivar,Non Wealthy,Not Prioritized,Retail SST > SS CVR,0.7876521739,0.8193872976,0.7968062075,0.7820057441,0.7524888278,0.7660437274,0.7591967001,0.7917895877,0.8251396091
CO,Manizales,Zona La Enea,Wealthy,Prioritized,Gross Profit UE,2.624760683,2.49749541,2.508121629,2.43188264,2.46572774,2.63613917,2.428163814,2.381876466,2.297078205
PE,Lima,Campoy,Non Wealthy,High Priority,Retail SST > SS CVR,0.8527073393,0.8658676254,0.8789081952,0.8732196505,0.87051819,0.8602635541,0.8693751125,0.8701860266,0.8654947316
AR,Buenos Aires,Moron - El Palomar,Non Wealthy,High Priority,Gross Profit UE,-0.9303162484,-0.8993259043,-1.064109013,-0.9095981803,-0.6602470633,-0.5985056896,-0.3945604899,-0.05048798085,-0.2543772878
MX,Tecate,TCE Los Maestros,Non Wealthy,Not Prioritized,Gross Profit UE,-1.537970184,-1.2749281,-1.828062762,-2.130740382,-0.956014887,0.5025835941,0.2509730914,-0.01536199929,-1.072323264
AR,Salta,ALVARADO_PULLAY,Non Wealthy,Not Prioritized,Gross Profit UE,-2.574609145,-3.403378421,-3.504245049,-2.797064916,-1.716317886,-2.160479568,-1.55887259,-1.92786218,-2.411468188
UY,Montevideo,Centro,Non Wealthy,Prioritized,Gross Profit UE,-0.0957649669,-1.284217561,-1.394727726,-1.359518081,-1.419442661,-1.491528949,-1.54665602,-0.8834227384,-0.9845089379
PE,Lima,El Carmen,Non Wealthy,Prioritized,Gross Profit UE,0.5278047196,0.2611931173,0.524406191,0.9582463296,0.6646759014,0.2515294121,0.3356356772,0.659119768,-0.4944676145
BR,Santos,DOM Canto do Forte PRG,Non Wealthy,Not Prioritized,Retail SST > SS CVR,0.8608771549,0.8529622538,0.8473009153,0.8328809165,0.8156826266,0.8281311426,0.8654617704,0.8787899721,0.848799398
MX,Aguascalientes,AGS_Trojes,Wealthy,Prioritized,Gross Profit UE,1.398645706,1.293387284,1.300307143,1.895640123,2.241679696,2.106840637,2.296875421,2.792110425,2.764857177
MX,Zacatecas,ZAC Centro,Non Wealthy,Not Prioritized,Retail SST > SS CVR,0.8334796806,0.824215693,0.8337814127,0.8254930992,0.8411494829,0.8585040954,0.8585281739,0.8583524052,0.8309730914
MX,Cordoba,Cordoba,Non Wealthy,Not Prioritized,Gross Profit UE,2.867169229,2.549853671,2.171993889,2.101870212,-12.38635994,-45.19177386,-64.02394176,-72.73303766,-40.62511647
AR,San Miguel De Tucuman,Yerba Buena,Non Wealthy,Not Prioritized,Retail SST > SS CVR,0.8372335056,0.8595024635,0.880017038,0.8726205013,0.8877793471,0.9066898148,0.8951921796,0.8627800583,0.8478493465
CR,San Jose,Santa Barbara,Non Wealthy,Not Prioritized,Retail SST > SS CVR,0.7791208791,0.7938644689,0.7499771062,0.7860897436,0.760297619,0.7971428571,0.8066666667,0.7495238095,0.7534065934
CL,Antofagasta,Antofagasta Norte,Non Wealthy,Not Prioritized,Retail SST > SS CVR,0.8306966617,0.8059158203,0.8163692534,0.8251008874,0.7721976103,0.7379304088,0.7338386758,0.7769145123,0.798566649
EC,Guayaquil,Buijo,Non Wealthy,Prioritized,Gross Profit UE,1.297563518,0.8603102938,0.6186075695,0.4176092278,0.9029864695,1.194979584,0.941994647,0.3044330968,1.227777528
BR,Grande São Paulo,SP - OSC - Osasco,Non Wealthy,Prioritized,Gross Profit UE,-1.321451272,-1.145250818,-0.9550949972,-1.557117859,-0.6288253094,0.2412964464,0.4295329735,0.1598182961,-0.1684549801
AR,Buenos Aires,PILAR,Non Wealthy,Prioritized,Gross Profit UE,-2.982940383,-2.576506572,-2.199525005,-2.310376081,-1.611533954,-1.004067274,-1.409859797,-1.714187745,-2.832679608
AR,Buenos Aires,Quilmes,Non Wealthy,Prioritized,Retail SST > SS CVR,0.9030907666,0.899416054,0.900883541,0.9063904593,0.9110678365,0.9168882144,0.9161859155,0.9114819805,0.9058145285
PE,Arequipa,Paucarpata,Non Wealthy,Prioritized,Gross Profit UE,0.2201442084,0.08443890963,0.2451474248,0.4822066795,0.3343548801,0.1894568069,0.2960192278,0.52931378,-0.6522842492
CO,Tunja,Tunja,Non Wealthy,Not Prioritized,Retail SST > SS CVR,0.9126086785,0.9156103719,0.9200331165,0.9199658324,0.9206090462,0.9152647889,0.912546669,0.9098890155,0.9129829891
BR,Cascavel,PH Cascavel CAC,Non Wealthy,Not Prioritized,Restaurants SST > SS CVR,0.6495921622,0.5811278195,0.6584210526,0.65,0.6641666667,0.6716666667,0.3958333333,0.45,0.4541666667
MX,Mexicali,MXL_Universidad,Wealthy,Prioritized,Gross Profit UE,1.88197473,1.438090694,1.359006004,1.986961421,2.444415407,2.594159027,2.715651163,3.472716966,3.304723293
MX,Tijuana,TIJ_Santa_Fe,Wealthy,Prioritized,Retail SST > SS CVR,0.8576932792,0.8645393167,0.8707379419,0.8758763844,0.8800016833,0.8793791429,0.8840682917,0.8925801056,0.887449243
AR,Posadas,Posadas,Non Wealthy,Not Prioritized,Retail SST > SS CVR,0.9452448602,0.9355225165,0.935238304,0.9340014016,0.9399989965,0.940984737,0.9398824639,0.938541867,0.9354106582
MX,Tlaxcala,TLX Santa Cruz Tetela,Non Wealthy,Not Prioritized,Retail SST > SS CVR,0.7917776584,0.7635799727,0.8143062201,0.8473737374,0.8457808858,0.8596943358,0.8912608553,0.9156137525,0.9279642731
AR,Buenos Aires,Lanus,Non Wealthy,High Priority,Gross Profit UE,-0.4502600097,-0.5726019571,-0.6928092886,-0.4058263209,0.005499139862,0.1713474321,0.3168841838,0.3989825625,-0.7475961931
BR,Campinas,SP - CPS - Taquaral,Non Wealthy,Prioritized,Gross Profit UE,1.409769097,1.251918925,1.24420406,1.580069418,2.228472449,2.998144672,3.108965061,3.183554553,2.031837141
CO,Cartagena,La Castellana,Non Wealthy,Prioritized,Gross Profit UE,1.639957175,1.695898471,1.862070605,2.029551199,2.291947827,2.469197538,2.644112591,2.79312776,2.001548921
CO,Girardot,Girardot,Non Wealthy,Not Prioritized,Gross Profit UE,1.903799379,2.029132878,2.126974011,2.05334799,2.295472365,2.428052936,2.421867314,2.467898428,2.830541449
AR,Buenos Aires,Bs As Sur Barrio San Jose,Non Wealthy,Prioritized,Retail SST > SS CVR,0.8356958556,0.8459385847,0.8636928535,0.8645031068,0.8677483561,0.8588708951,0.8545633474,0.8489965914,0.8594351656
BR,Brasilia,DF - BSB - Águas Claras,Non Wealthy,Not Prioritized,Gross Profit UE,-1.606340488,-2.024151534,-1.03403792,-0.6654002244,-1.326255121,-0.5633868368,0.03206166777,0.3254765378,1.661711784
MX,Santo Domingo Tehuantepec,THC Centro,Non Wealthy,Not Prioritized,Non-Pro PTC > OP,0,0,0,0,0,0,0,0,0
PE,Lima,Callao,Non Wealthy,Prioritized,Gross Profit UE,0.9224741928,0.5584902024,0.7367698463,1.052604984,0.7337868398,0.6297376273,0.7823553823,1.094007534,-0.1186896766
EC,Ambato,Centro de Ambato,Non Wealthy,Not Prioritized,Gross Profit UE,-1.791660308,-0.9658045221,-1.976740976,-2.796890043,-2.357891869,-0.8721729431,-0.8895680912,-1.226219599,-0.1560217029
MX,Zacatecas,ZAC Tres Cruces,Non Wealthy,Not Prioritized,Gross Profit UE,2.14711923,2.0804469,2.476469947,2.98284398,-19.81118586,-34.39811009,-19.68262801,-18.48400823,-14.97196372
AR,Buenos Aires,Flores,Wealthy,Prioritized,Gross Profit UE,3.077818308,3.05393532,2.763370053,2.882823116,3.350546226,3.605394504,3.6337898,3.911281994,2.379079641
CL,Santiago De Chile,lo_barnechea,Wealthy,High Priority,Gross Profit UE,2.368670887,2.192401491,1.789109707,2.068587818,2.448211755,2.579429024,2.852354598,3.467133349,2.016495534
BR,Rio De Janeiro,Cachambi,Non Wealthy,Not Prioritized,Gross Profit UE,-0.7644858598,-2.604624856,-2.098988784,-1.228594748,0.618896305,1.478075603,0.6922559712,0.3515926631,1.594789869
BR,Fortaleza,ce_for_pici/joquei_c/parangaba,Non Wealthy,Not Prioritized,Retail SST > SS CVR,0.9301497994,0.9336799121,0.9287887046,0.9224945888,0.9158173018,0.9099820343,0.9101888221,0.9130018646,0.8986698482
BR,Curitiba,PR - CWB - Boqueirão/Cajuru,Non Wealthy,Not Prioritized,Gross Profit UE,-1.278788273,-1.918549958,-1.866588377,-1.612374583,-1.033421252,-0.9588114891,-0.4828050062,-0.3293676033,-0.4742391301
MX,Aguascalientes,AGS_Centro,Non Wealthy,Prioritized,Gross Profit UE,1.045415499,0.8465910044,0.8581471378,1.343872439,1.696137758,1.531811633,1.341570696,1.994988297,2.448307175
MX,Navojoa,Navojoa,Non Wealthy,Not Prioritized,Gross Profit UE,2.210955182,1.629472691,2.075182681,2.563709568,2.943260731,2.971118673,2.52863185,2.920584335,2.805566591
AR,Villa Carlos Paz,Carlos Paz,Non Wealthy,Not Prioritized,Gross Profit UE,-2.176079518,-1.567794853,-1.792534697,-0.8063338932,-0.5062871924,-0.4562890098,-0.4163762558,0.2893641219,-1.211074805
BR,Niteroi,Centro / Icaraí,Wealthy,Not Prioritized,Retail SST > SS CVR,0.9526777801,0.9543044751,0.9446950714,0.9483421541,0.9530045433,0.9596749498,0.9636586873,0.9622771676,0.9641368441
BR,Niteroi,Piratininga / Itaipu,Non Wealthy,Not Prioritized,Retail SST > SS CVR,0.9468146632,0.9529320622,0.9467043628,0.9177419419,0.9323595488,0.9414403124,0.9423559681,0.9533299093,0.9104601046
MX,Villahermosa,VSA_Sendero,Non Wealthy,Prioritized,Retail SST > SS CVR,0.8850205031,0.8944533754,0.9110142362,0.9108755514,0.9068572766,0.8982721975,0.8947104667,0.8920148149,0.8919786147
CL,Viña Del Mar,Interior V región,Non Wealthy,Not Prioritized,Retail SST > SS CVR,0.8530566876,0.850144674,0.8612630281,0.8582444645,0.8489530667,0.8399420439,0.8267925298,0.828095027,0.8326268419
MX,Veracruz,VER_Río Medio-Amapolas,Non Wealthy,Prioritized,Gross Profit UE,0.1272336956,0.1199364696,-0.1199605298,0.2433872336,0.5289759279,0.2438881655,0.4569228383,1.280033737,1.78836286
BR,Belo Horizonte,MG - BHZ - Barreiro,Non Wealthy,Not Prioritized,Gross Profit UE,-2.3725989,-2.486939112,-2.400958641,-2.364935276,-1.135643798,-0.5247808335,-0.8932534163,-0.07545354452,-1.054142032
PE,Cajamarca,Baños del Inca,Non Wealthy,Not Prioritized,Retail SST > SS CVR,0.7985185185,0.7918306878,0.8601428571,0.8808690476,0.8238174603,0.8913690476,0.8849206349,0.8966269841,0.9100649351
AR,Tandil,TANDIL,Non Wealthy,Not Prioritized,Gross Profit UE,-0.7073646412,-0.9542094115,-1.246149937,-0.8802015558,-0.3103843271,-0.2560810015,-50.59974188,-37.02904105,-6.310167989
MX,Orizaba,OZA Ciudad Mendoza,Non Wealthy,Not Prioritized,Gross Profit UE,-0.8732686995,-0.03077561634,0.3669547769,1.462207867,-8.742165464,-17.46312351,-36.60241721,-59.36417924,-32.61319223
MX,Tuxtla Gutierrez,TUX Albania,Non Wealthy,Prioritized,Gross Profit UE,0.8362408878,0.6742318143,0.510789903,0.4052083499,1.164446357,2.145098832,2.504593165,2.844702583,2.700051685
BR,Rio De Janeiro,Nova iguaçu,Non Wealthy,Not Prioritized,Gross Profit UE,-8.283997201,-9.503154399,-9.125386546,-7.487310714,-5.564979086,-4.6254577,-4.201877981,-3.116417998,-3.435167113
BR,Fortaleza,ce_for_montese/aero/castelao,Non Wealthy,Not Prioritized,Retail SST > SS CVR,0.9273156224,0.9314181093,0.9364852149,0.9379489517,0.9390351215,0.9319444959,0.9274768653,0.9319834167,0.9254225765
MX,Tlaxcala,TLX CHIAUTEMPAN,Non Wealthy,Not Prioritized,Retail SST > SS CVR,0.8636340912,0.8608276537,0.8767902937,0.8728062175,0.8684747468,0.8738888756,0.8666227414,0.8622039671,0.8382144934
EC,Quito,San Martin de Porras,Non Wealthy,Not Prioritized,Gross Profit UE,0.4378784771,-1.050804959,-2.396711816,-1.711474653,0.9033367459,-2.196378201,-1.895547679,-1.289372519,-1.05058797
CL,Puerto Montt,Puerto Montt,Non Wealthy,Prioritized,Retail SST > SS CVR,0.8404051606,0.8431495572,0.8399647222,0.8146305077,0.8144139864,0.8082884114,0.8187357392,0.8391961757,0.8306597187
MX,Saltillo,SAL_Centro,Wealthy,High Priority,Retail SST > SS CVR,0.8621706182,0.8678782174,0.8746188069,0.8807137813,0.8653485216,0.8521953904,0.8639330552,0.8796622788,0.8857591931
EC,Guayaquil,Matices,Non Wealthy,Prioritized,Retail SST > SS CVR,0.947461065,0.9464487701,0.9532839546,0.9432718484,0.9445486681,0.9541686055,0.9426010898,0.9444766414,0.9520119771
MX,Tlaxcala,TLX San Diego Metepec,Non Wealthy,Not Prioritized,Gross Profit UE,1.055211833,0.9743454463,2.226854663,2.139599017,1.035533541,1.43311031,2.419925707,1.841940335,0.2432763552
UY,Montevideo,Nuevocentro,Non Wealthy,Prioritized,Retail SST > SS CVR,0.9296035204,0.9254542468,0.9262819491,0.928314468,0.9225819572,0.9246473772,0.9211110822,0.9238533966,0.9283852386
MX,Minatitlan,Minatitlán,Non Wealthy,Not Prioritized,Gross Profit UE,2.400147145,2.166350752,0.3074002533,0.9417864082,2.514417991,3.168754303,2.868608562,3.156722271,3.17432161
MX,Tijuana,TIJ_Hipodromo,Wealthy,High Priority,Gross Profit UE,-0.7759013739,-0.752455097,-0.3793126525,-0.1741280977,0.8844365515,1.686066734,1.304078311,1.277199626,1.303717492
